序号	单词	词频
1852	provides	13
1853	battalion	13
1854	break	13
1855	peace	13
1856	latter	13
1857	personality	13
1858	israeli	13
1859	orthodox	13
1860	famous	13
1861	territory	13
1862	connected	13
1863	preexisting	13
1864	bonds	13
1865	currencies	13
1866	luther	13
1867	province	13
1868	received	13
1869	jehovah	13
1870	generation	13
1871	pain	13
1872	un	13
1873	rabbi	13
1874	feed	13
1875	tribe	13
1876	tribal	13
1877	passed	13
1878	territories	13
1879	imagination	13
1880	authors	13
1881	male	13
1882	price	13
1883	conduct	13
1884	require	13
1885	banned	13
1886	walk	13
1887	subsequent	13
1888	raise	13
1889	analogous	13
1890	series	13
1891	administration	13
1892	destroying	13
1893	bill	13
1894	responsible	13
1895	queen	13
1896	regional	13
1897	refugees	13
1898	minority	13
1899	alleged	13
1900	athenian	13
1901	psalms	13
1902	romans	13
1903	christ	13
1904	athanasius	13
1905	resistance	13
1906	spanish	13
1907	trends	13
1908	undermine	13
1909	voice	13
1910	monitoring	13
1911	target	13
1912	net	13
1913	psychological	13
1914	creativity	13
1915	wirathu	13
1916	executives	13
1917	robot	13
1918	intimacy	13
1919	default	13
1920	relationship	13
1921	bostrom	13
1922	alphago	13
1923	lewis	13
1924	leiden	13
1925	fantasy	12
1926	random	12
1927	wise	12
1928	ecological	12
1929	answers	12
1930	prove	12
1931	sorcerer	12
1932	rid	12
1933	fail	12
1934	conclusion	12
1935	initiative	12
1936	relying	12
1937	emerged	12
1938	gathering	12
1939	leads	12
1940	figcaption	12
1941	understood	12
1942	races	12
1943	fault	12
1944	category	12
1945	fall	12
1946	obama	12
1947	tends	12
1948	enabled	12
1949	seven	12
1950	cut	12
1951	researchers	12
1952	scenarios	12
1953	chips	12
1954	generate	12
1955	interactions	12
1956	edward	12
1957	described	12
1958	sought	12
1959	directly	12
1960	solution	12
1961	lie	12
1962	suspicious	12
1963	kingdoms	12
1964	mythmakers	12
1965	roles	12
1966	developments	12
1967	pages	12
1968	implications	12
1969	shift	12
1970	controlling	12
1971	controlled	12
1972	fears	12
1973	ct	12
1974	pf	12
1975	october	12
1976	charles	12
1977	remote	12
1978	fought	12
1979	torture	12
1980	exists	12
1981	subjective	12
1982	map	12
1983	gets	12
1984	california	12
1985	rulers	12
1986	contrary	12
1987	connecting	12
1988	creates	12
1989	holding	12
1990	africa	12
1991	epidemics	12
1992	rituals	12
1993	speeches	12
1994	requires	12
1995	special	12
1996	african	12
1997	partly	12
1998	immense	12
1999	eat	12
2000	slavery	12
2001	planet	12
2002	knows	12
2003	commercial	12
2004	rejected	12
2005	obvious	12
2006	politician	12
2007	workers	12
2008	dark	12
2009	progress	12
2010	polities	12
2011	influenced	12
2012	sewage	12
2013	plot	12
2014	lawyers	12
2015	missing	12
2016	apple	12
2017	fully	12
2018	pressure	12
2019	behave	12
2020	discovery	12
2021	sexual	12
2022	base	12
2023	near	12
2024	apart	12
2025	efforts	12
2026	plan	12
2027	difficulties	12
2028	fell	12
2029	leadership	12
2030	dictatorial	12
2031	temple	12
2032	supposedly	12
2033	canonical	12
2034	solomon	12
2035	abraham	12
2036	satanic	12
2037	trials	12
2038	regarding	12
2039	ubiquitous	12
2040	imperialism	12
2041	precisely	12
2042	gulag	12
2043	citizen	12
2044	remain	12
2045	benjamin	12
2046	legitimate	12
2047	disasters	12
2048	islands	12
2049	decentralization	12
2050	autonomous	12
2051	netherlands	12
2052	terrorists	12
2053	republican	12
2054	burmese	12
2055	per	12
2056	databases	12
2057	clip	12
2058	ban	12
2059	morality	12
2060	tripadvisor	12
2061	gay	12
2062	utilitarianism	12
2063	cancer	12
2064	unemployment	12
2065	compas	12
2066	tuvalu	12
2067	broadcom	12
2068	stanford	12
2069	brian	12
2070	ehrman	12
2071	richard	12
2072	van	12
2073	stephen	12
2074	ssrn	12
2075	connections	11
2076	author	11
2077	deus	11
2078	smallcaps	11
2079	publication	11
2080	tocct	11
2081	existential	11
2082	challenges	11
2083	phaethon	11
2084	son	11
2085	driving	11
2086	refused	11
2087	appreciate	11
2088	advice	11
2089	compassion	11
2090	worst	11
2091	fictions	11
2092	encounter	11
2093	freely	11
2094	resulting	11
2095	values	11
2096	wall	11
2097	grand	11
2098	weeks	11
2099	fifteen	11
2100	analyzing	11
2101	greatest	11
2102	alexandria	11
2103	countless	11
2104	solve	11
2105	statements	11
2106	aware	11
2107	acknowledged	11
2108	robots	11
2109	expert	11
2110	revealed	11
2111	hope	11
2112	happiness	11
2113	gather	11
2114	struggles	11
2115	supporters	11
2116	opposition	11
2117	welfare	11
2118	address	11
2119	thanks	11
2120	warning	11
2121	raw	11
2122	faced	11
2123	journals	11
2124	revolutions	11
2125	vital	11
2126	limitations	11
2127	simple	11
2128	associated	11
2129	piece	11
2130	heaven	11
2131	minutes	11
2132	spy	11
2133	opening	11
2134	month	11
2135	clearly	11
2136	spend	11
2137	denied	11
2138	palestinian	11
2139	felt	11
2140	link	11
2141	direct	11
2142	join	11
2143	deny	11
2144	australia	11
2145	mesopotamia	11
2146	accepted	11
2147	conclude	11
2148	lots	11
2149	chimpanzees	11
2150	intimate	11
2151	joseph	11
2152	brand	11
2153	genius	11
2154	contemporary	11
2155	grew	11
2156	campaigns	11
2157	indicate	11
2158	imagined	11
2159	levels	11
2160	paid	11
2161	utterly	11
2162	moreover	11
2163	nazis	11
2164	bomb	11
2165	projects	11
2166	collective	11
2167	hear	11
2168	loyalty	11
2169	inhabitants	11
2170	muslim	11
2171	sons	11
2172	chemistry	11
2173	largely	11
2174	increasing	11
2175	organizations	11
2176	grow	11
2177	imposing	11
2178	drawers	11
2179	snow	11
2180	england	11
2181	ensure	11
2182	works	11
2183	girls	11
2184	relies	11
2185	engage	11
2186	light	11
2187	copy	11
2188	purity	11
2189	yes	11
2190	sixteenth	11
2191	revolt	11
2192	st	11
2193	replaced	11
2194	costly	11
2195	original	11
2196	interpreted	11
2197	apocalypse	11
2198	task	11
2199	submitted	11
2200	canonization	11
2201	torah	11
2202	autocrats	11
2203	seemed	11
2204	concerned	11
2205	spent	11
2206	illusion	11
2207	satan	11
2208	malleus	11
2209	maleficarum	11
2210	hammer	11
2211	misogynist	11
2212	seventeenth	11
2213	discussions	11
2214	imposed	11
2215	spheres	11
2216	uses	11
2217	correction	11
2218	alexander	11
2219	soul	11
2220	ranks	11
2221	feminism	11
2222	nobel	11
2223	broke	11
2224	genetics	11
2225	explanation	11
2226	invent	11
2227	domestic	11
2228	kim	11
2229	gatherer	11
2230	autocratic	11
2231	il	11
2232	feared	11
2233	lincoln	11
2234	alan	11
2235	engineer	11
2236	captcha	11
2237	customer	11
2238	lobbying	11
2239	bytedance	11
2240	application	11
2241	morning	11
2242	identifying	11
2243	biometric	11
2244	fbi	11
2245	faces	11
2246	iranian	11
2247	reviews	11
2248	restaurant	11
2249	college	11
2250	takeover	11
2251	racial	11
2252	materials	11
2253	automation	11
2254	assessment	11
2255	alexnet	11
2256	cyber	11
2257	institute	11
2258	klein	11
2259	au	11
2260	jonathan	11
2261	kotkin	11
2262	xv	10
2263	division	10
2264	escape	10
2265	ancestors	10
2266	pursue	10
2267	demands	10
2268	steps	10
2269	leaves	10
2270	charge	10
2271	myself	10
2272	driven	10
2273	prophets	10
2274	joy	10
2275	holds	10
2276	typically	10
2277	exceptional	10
2278	winning	10
2279	liberal	10
2280	seems	10
2281	processing	10
2282	moments	10
2283	bound	10
2284	implies	10
2285	wisely	10
2286	doctor	10
2287	november	10
2288	telegraph	10
2289	mission	10
2290	august	10
2291	birth	10
2292	twelve	10
2293	bombs	10
2294	sam	10
2295	declaration	10
2296	running	10
2297	scenario	10
2298	forces	10
2299	compose	10
2300	markets	10
2301	jair	10
2302	deeply	10
2303	phenomenon	10
2304	pursuing	10
2305	serve	10
2306	capital	10
2307	advance	10
2308	demand	10
2309	organization	10
2310	scriptures	10
2311	mere	10
2312	principles	10
2313	concentrate	10
2314	advantages	10
2315	unless	10
2316	choices	10
2317	promises	10
2318	biologists	10
2319	related	10
2320	headquarters	10
2321	kilometers	10
2322	controversy	10
2323	poems	10
2324	objects	10
2325	communicate	10
2326	sinai	10
2327	gaza	10
2328	suicide	10
2329	seeking	10
2330	representing	10
2331	existed	10
2332	issued	10
2333	differently	10
2334	feature	10
2335	formation	10
2336	crucially	10
2337	professional	10
2338	san	10
2339	punishment	10
2340	poor	10
2341	reject	10
2342	explored	10
2343	experiences	10
2344	neanderthals	10
2345	emergence	10
2346	abilities	10
2347	apparently	10
2348	outlets	10
2349	corporation	10
2350	frank	10
2351	added	10
2352	storytelling	10
2353	provincial	10
2354	handful	10
2355	gaining	10
2356	encouraged	10
2357	memories	10
2358	eve	10
2359	mount	10
2360	slaves	10
2361	revolutionary	10
2362	monster	10
2363	continue	10
2364	independence	10
2365	decisive	10
2366	papers	10
2367	elsewhere	10
2368	decade	10
2369	benefit	10
2370	interpretations	10
2371	screen	10
2372	patriotism	10
2373	camps	10
2374	oil	10
2375	sounds	10
2376	grasp	10
2377	ages	10
2378	okay	10
2379	thinkers	10
2380	victims	10
2381	native	10
2382	notably	10
2383	polish	10
2384	recorded	10
2385	empirical	10
2386	tablets	10
2387	sell	10
2388	seeks	10
2389	mathematical	10
2390	publish	10
2391	virus	10
2392	categories	10
2393	impose	10
2394	suspected	10
2395	considerable	10
2396	artists	10
2397	sibling	10
2398	compared	10
2399	react	10
2400	strict	10
2401	caste	10
2402	discrimination	10
2403	dynasty	10
2404	jack	10
2405	innocent	10
2406	destroyed	10
2407	december	10
2408	sin	10
2409	enoch	10
2410	deuteronomy	10
2411	arguments	10
2412	households	10
2413	unified	10
2414	chaos	10
2415	curation	10
2416	recommendations	10
2417	allowing	10
2418	opposite	10
2419	belonged	10
2420	regions	10
2421	truly	10
2422	discussed	10
2423	occurred	10
2424	misery	10
2425	rank	10
2426	terrible	10
2427	command	10
2428	systematic	10
2429	anthropology	10
2430	dominant	10
2431	spectrum	10
2432	sources	10
2433	hutton	10
2434	dan	10
2435	guard	10
2436	academy	10
2437	autonomy	10
2438	representatives	10
2439	businesses	10
2440	measures	10
2441	philosopher	10
2442	continuum	10
2443	percentage	10
2444	meeting	10
2445	standing	10
2446	square	10
2447	caracalla	10
2448	rose	10
2449	meaningful	10
2450	apparatus	10
2451	kolkhoz	10
2452	harvest	10
2453	chernobyl	10
2454	accident	10
2455	traffic	10
2456	conquest	10
2457	geopolitical	10
2458	censorship	10
2459	smartphones	10
2460	websites	10
2461	presence	10
2462	literature	10
2463	societal	10
2464	apps	10
2465	decline	10
2466	strategic	10
2467	utilitarians	10
2468	rock	10
2469	commission	10
2470	walter	10
2471	simon	10
2472	ieee	10
2473	springer	10
2474	chaps	10
2475	palgrave	10
2476	theatlantic	10
2477	contents	9
2478	iii	9
2479	epilogue	9
2480	xiii	9
2481	xxii	9
2482	xxviii	9
2483	img	9
2484	src	9
2485	jpg	9
2486	crtf	9
2487	vintage	9
2488	includes	9
2489	destructive	9
2490	machines	9
2491	tells	9
2492	lesson	9
2493	reign	9
2494	actors	9
2495	inventing	9
2496	spreading	9
2497	overly	9
2498	diseases	9
2499	honest	9
2500	hide	9
2501	accuracy	9
2502	analyze	9
2503	diverse	9
2504	disagreements	9
2505	informed	9
2506	iron	9
2507	ronald	9
2508	declared	9
2509	stronger	9
2510	entrepreneurs	9
2511	kurzweil	9
2512	effectively	9
2513	momentous	9
2514	massive	9
2515	speed	9
2516	foundations	9
2517	realize	9
2518	philosophers	9
2519	geoffrey	9
2520	warned	9
2521	catastrophic	9
2522	divide	9
2523	lacking	9
2524	replace	9
2525	mental	9
2526	expense	9
2527	contexts	9
2528	whenever	9
2529	capitalist	9
2530	serving	9
2531	marxist	9
2532	corrupt	9
2533	imply	9
2534	abandon	9
2535	ideal	9
2536	doubt	9
2537	complete	9
2538	ground	9
2539	describe	9
2540	directions	9
2541	weak	9
2542	transformation	9
2543	upon	9
2544	dominate	9
2545	camp	9
2546	wonder	9
2547	bird	9
2548	notice	9
2549	officer	9
2550	capture	9
2551	massacre	9
2552	neglected	9
2553	poets	9
2554	arthur	9
2555	collapsed	9
2556	whatever	9
2557	remarkable	9
2558	copying	9
2559	imaginary	9
2560	populations	9
2561	conquer	9
2562	display	9
2563	typical	9
2564	fictional	9
2565	popes	9
2566	products	9
2567	enhancing	9
2568	severe	9
2569	narrative	9
2570	commandments	9
2571	show	9
2572	bitcoin	9
2573	conducted	9
2574	finds	9
2575	opportunities	9
2576	except	9
2577	inevitable	9
2578	adopted	9
2579	construction	9
2580	theology	9
2581	creative	9
2582	indigenous	9
2583	female	9
2584	preserve	9
2585	advances	9
2586	engineering	9
2587	deployed	9
2588	efficiency	9
2589	urgent	9
2590	afraid	9
2591	homes	9
2592	translation	9
2593	minorities	9
2594	administrative	9
2595	ownership	9
2596	priest	9
2597	determined	9
2598	kept	9
2599	solved	9
2600	affect	9
2601	reflect	9
2602	publishing	9
2603	ending	9
2604	seemingly	9
2605	concern	9
2606	illnesses	9
2607	supply	9
2608	generally	9
2609	offices	9
2610	benign	9
2611	guide	9
2612	concerns	9
2613	losing	9
2614	hell	9
2615	romantic	9
2616	genocide	9
2617	legacy	9
2618	aid	9
2619	crime	9
2620	raised	9
2621	non	9
2622	request	9
2623	shut	9
2624	stay	9
2625	sacred	9
2626	met	9
2627	epistles	9
2628	collection	9
2629	gradually	9
2630	emerging	9
2631	atlantic	9
2632	critical	9
2633	profound	9
2634	engaged	9
2635	fathers	9
2636	misogyny	9
2637	launch	9
2638	churchmen	9
2639	arrest	9
2640	accumulate	9
2641	reward	9
2642	slow	9
2643	dsm	9
2644	criticizing	9
2645	lab	9
2646	absence	9
2647	netanyahu	9
2648	poll	9
2649	jungle	9
2650	direction	9
2651	armed	9
2652	provinces	9
2653	tsarist	9
2654	rural	9
2655	lithuania	9
2656	parliament	9
2657	blocked	9
2658	largest	9
2659	plans	9
2660	faster	9
2661	informers	9
2662	premodern	9
2663	coup	9
2664	peasant	9
2665	capitalism	9
2666	worker	9
2667	byzantine	9
2668	activity	9
2669	republicans	9
2670	spring	9
2671	players	9
2672	terrorist	9
2673	bangladesh	9
2674	website	9
2675	taylor	9
2676	software	9
2677	uruguay	9
2678	uruguayan	9
2679	photos	9
2680	economist	9
2681	crimea	9
2682	hao	9
2683	protests	9
2684	stalkerware	9
2685	sentencing	9
2686	assumption	9
2687	banning	9
2688	pre	9
2689	tactical	9
2690	di	9
2691	tweets	9
2692	trained	9
2693	entertainment	9
2694	worlds	9
2695	assess	9
2696	qatar	9
2697	manchester	9
2698	impacts	9
2699	qualcomm	9
2700	waal	9
2701	davies	9
2702	britannica	9
2703	ignazio	9
2704	npr	9
2705	companion	9
2706	viola	9
2707	brinkmann	9
2708	bloomberg	9
2709	dedication	8
2710	tigers	8
2711	notes	8
2712	vii	8
2713	cip	8
2714	classification	8
2715	dreams	8
2716	inventions	8
2717	johann	8
2718	wolfgang	8
2719	poem	8
2720	young	8
2721	gives	8
2722	decides	8
2723	ended	8
2724	useful	8
2725	strength	8
2726	operate	8
2727	giant	8
2728	deliberately	8
2729	examining	8
2730	capabilities	8
2731	ideologies	8
2732	ill	8
2733	bogus	8
2734	viral	8
2735	trapped	8
2736	expressed	8
2737	versus	8
2738	brother	8
2739	sole	8
2740	estimated	8
2741	achievement	8
2742	proved	8
2743	drive	8
2744	extinction	8
2745	andreessen	8
2746	essay	8
2747	promise	8
2748	successfully	8
2749	significant	8
2750	wish	8
2751	image	8
2752	arms	8
2753	hire	8
2754	send	8
2755	posed	8
2756	undermined	8
2757	lord	8
2758	constant	8
2759	seeing	8
2760	announced	8
2761	cost	8
2762	ideals	8
2763	observe	8
2764	dedicated	8
2765	ahead	8
2766	protestant	8
2767	relative	8
2768	canonized	8
2769	valuable	8
2770	waste	8
2771	instigating	8
2772	radically	8
2773	happy	8
2774	symbols	8
2775	inform	8
2776	pigeons	8
2777	totally	8
2778	method	8
2779	caught	8
2780	concept	8
2781	notion	8
2782	possess	8
2783	differences	8
2784	crash	8
2785	rain	8
2786	external	8
2787	organs	8
2788	instance	8
2789	functioning	8
2790	contact	8
2791	moon	8
2792	television	8
2793	dream	8
2794	atoms	8
2795	stopped	8
2796	examine	8
2797	rarely	8
2798	seventy	8
2799	band	8
2800	evolutionary	8
2801	familiar	8
2802	corporate	8
2803	blazich	8
2804	demonstrated	8
2805	cross	8
2806	accept	8
2807	presented	8
2808	awareness	8
2809	dollar	8
2810	leave	8
2811	refuse	8
2812	range	8
2813	recognized	8
2814	isolated	8
2815	insurance	8
2816	considerations	8
2817	chosen	8
2818	noble	8
2819	manhattan	8
2820	canada	8
2821	farmers	8
2822	wide	8
2823	fairness	8
2824	admit	8
2825	oppose	8
2826	teaching	8
2827	murdered	8
2828	criticized	8
2829	nearby	8
2830	arab	8
2831	foreigners	8
2832	paying	8
2833	intricate	8
2834	stock	8
2835	hindu	8
2836	succeeded	8
2837	tablet	8
2838	ca	8
2839	mixed	8
2840	agencies	8
2841	students	8
2842	historians	8
2843	bears	8
2844	gene	8
2845	houses	8
2846	broad	8
2847	collect	8
2848	worked	8
2849	offered	8
2850	girl	8
2851	otherwise	8
2852	lgbtq	8
2853	trial	8
2854	cdos	8
2855	bruno	8
2856	employment	8
2857	travel	8
2858	duty	8
2859	whitehouse	8
2860	baninge	8
2861	devil	8
2862	greece	8
2863	prophet	8
2864	widespread	8
2865	joshua	8
2866	exposed	8
2867	situations	8
2868	grain	8
2869	rabbinical	8
2870	increased	8
2871	originally	8
2872	opened	8
2873	weren	8
2874	realm	8
2875	saints	8
2876	fournier	8
2877	benedict	8
2878	night	8
2879	heinrich	8
2880	accusations	8
2881	initially	8
2882	tortured	8
2883	ocean	8
2884	defeated	8
2885	ongoing	8
2886	hour	8
2887	thirteen	8
2888	everywhere	8
2889	audience	8
2890	correctly	8
2891	criticism	8
2892	positions	8
2893	lands	8
2894	evident	8
2895	launched	8
2896	einstein	8
2897	ethics	8
2898	terminology	8
2899	nicholas	8
2900	issue	8
2901	fast	8
2902	hiring	8
2903	prize	8
2904	publicly	8
2905	ad	8
2906	lysenko	8
2907	nikolai	8
2908	aleksandr	8
2909	charged	8
2910	executive	8
2911	unknown	8
2912	antiquity	8
2913	dominated	8
2914	mines	8
2915	economies	8
2916	conquered	8
2917	ruthless	8
2918	augustus	8
2919	autocracy	8
2920	forum	8
2921	anywhere	8
2922	pompeii	8
2923	deciding	8
2924	english	8
2925	gettysburg	8
2926	pennsylvania	8
2927	remarks	8
2928	latest	8
2929	subordinates	8
2930	stations	8
2931	punishments	8
2932	inner	8
2933	japan	8
2934	estimates	8
2935	opportunity	8
2936	positive	8
2937	factory	8
2938	enforce	8
2939	mile	8
2940	training	8
2941	strategies	8
2942	calculations	8
2943	superintelligent	8
2944	hatred	8
2945	openai	8
2946	computing	8
2947	greene	8
2948	lemoine	8
2949	app	8
2950	illusions	8
2951	sophisticated	8
2952	interact	8
2953	trading	8
2954	eighty	8
2955	moving	8
2956	risks	8
2957	tang	8
2958	currently	8
2959	ranking	8
